#rho      theta    alpha    beta     theta    phi      shift    

+19,886  ,+2,770   ,+0,293   ,-1,005   ,+1,48353 ,+1,04720 ,+11,000  
+20,189  ,+2,723   ,+0,341   ,-0,990   ,+1,48353 ,+1,04720 ,+12,000  
+20,536  ,+2,677   ,+0,386   ,-0,973   ,+1,48353 ,+1,04720 ,+13,000  
+20,925  ,+2,632   ,+0,429   ,-0,955   ,+1,48353 ,+1,04720 ,+14,000  
+21,354  ,+2,590   ,+0,469   ,-0,936   ,+1,48353 ,+1,04720 ,+15,000  
+21,821  ,+2,549   ,+0,507   ,-0,916   ,+1,48353 ,+1,04720 ,+16,000  
+22,322  ,+2,509   ,+0,543   ,-0,896   ,+1,48353 ,+1,04720 ,+17,000  
+22,857  ,+2,472   ,+0,576   ,-0,875   ,+1,48353 ,+1,04720 ,+18,000  
+23,422  ,+2,436   ,+0,607   ,-0,854   ,+1,48353 ,+1,04720 ,+19,000  
+23,707  ,-2,659   ,+0,243   ,+0,464   ,+1,57080 ,-0,52360 ,+20,000  
+23,259  ,-2,697   ,+0,225   ,+0,473   ,+1,57080 ,-0,52360 ,+21,000  
+22,847  ,-2,737   ,+0,206   ,+0,481   ,+1,57080 ,-0,52360 ,+22,000  
+22,472  ,-2,778   ,+0,186   ,+0,489   ,+1,57080 ,-0,52360 ,+23,000  
+22,136  ,-2,820   ,+0,166   ,+0,497   ,+1,57080 ,-0,52360 ,+24,000  
+21,840  ,-2,863   ,+0,144   ,+0,503   ,+1,57080 ,-0,52360 ,+25,000  
+21,587  ,-2,908   ,+0,121   ,+0,509   ,+1,57080 ,-0,52360 ,+26,000  
+21,378  ,-2,953   ,+0,098   ,+0,514   ,+1,57080 ,-0,52360 ,+27,000  
+21,213  ,-3,000   ,+0,074   ,+0,518   ,+1,57080 ,-0,52360 ,+28,000  
+21,320  ,-2,968   ,-0,181   ,-1,031   ,+1,57080 ,+1,04720 ,+0,000   
+21,170  ,-3,015   ,-0,133   ,-1,039   ,+1,57080 ,+1,04720 ,+1,000   
+21,067  ,-3,062   ,-0,083   ,-1,044   ,+1,57080 ,+1,04720 ,+2,000   
+21,011  ,-3,109   ,-0,034   ,-1,047   ,+1,57080 ,+1,04720 ,+3,000   
